respid,sample,int_date,fcall,attempt,refusal,ilang,cregion,state,density,usr,scregion,sstate,susr,sdensity,igender,ihisp1,irace1m1,irace1m2,irace1m3,irace1m4,form,llitext,phtype,qs1,q1,q2,campnii,q7,q8,q11,q12,q13,q28a,q28b,q28c,q28df1,q28e,q28ff1,q28gf1,q28hf1,q28if1,q28jf2,q28kf2,q28lf2,q28mf2,q28nf2,q28of2,q28pf2,q33af1,q33bf1,q33cf1,q33df1,q33ef2,q33ff2,q33gf2,q33hf2,q44a,q44b,q45a,q45b,q46,q50af1,q50bf1,q50cf1,q50df2,q50ef2,q51af1,q51bf1,q51cf2,q51df2,q58,q59,q64f1,q65f2,q66a,q66b,q66c,q66df1,q66e,q66ff2,q73,q74,q74a,q74b,q75,q76,q77,q78,q79,q83a,q83b,q84,q93,q96,q97,q98,q99,q100a,q100b,q100c,q100d,sex,age,educ,hisp,racecmb,racethn,birth_hisp,relig,chr,born,attend,income,reg,party,partyln,q101,partysum,ideo,partyideo,partysumideo,hh1,hh3,adults,ql1,ql1a,qc1,ll,cp,money2,cellweight,weight
13,Landline,180918,180918,1,No,English,Northeast,PA,3,S,Northeast,PA,S,2,Female,No,(VOL) Don't know/Refused,,,,FORM 2,Youngest Female,1,18 or older,Dissatisfied,Disapprove,Not at all closely,(VOL) Other,(VOL) Don't know/Refused,Less,"No, will not",(VOL) Don't know/Refused,Very important,Very important,Not at all important,,,,,,,Very important,Very important,Not too important,Very important,Very important,Very important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Poor,Worse,Only fair shape,(VOL) Stay the same,No more secure today than it was before the 2008 economic crisis,,,,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,Not at all concerned,,Because he or she had more advantages in life than most other people,Statement #2,Statement #1,Statement #1,,Statement #1,(VOL) Neither/Both equally,Protect the right of Americans to own guns,"Yes, government responsibility",Continue to be provided through a mix of private insurance companies and government programs,,Better border security and stronger enforcement of our immigration laws,,Bad for the United States,Illegal in most cases,"No, illegal",Very unfavorable,Very unfavorable,(VOL) Can't rate,A little [OR],Not at all confident,Not at all confident,Wrong decision,Mostly failed,,,,,Female,66,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,Something else (SPECIFY),Yes,"No, would not",Once or twice a month,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,(VOL) Other/Don't know/Refused,,DK/Ref-no lean,Moderate,Ind,,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,1.8097146
15,Landline,180918,180918,1,No,English,Midwest,OH,2,S,Midwest,OH,S,2,Male,No,Black or African-American,,,,FORM 2,Youngest Male,1,18 or older,Dissatisfied,Approve,Not too closely,Republican Party's candidate,,Less,"No, will not",Trump not much of a factor,Not too important,Somewhat important,Not too important,,,,,,,Not too important,Very important,Somewhat important,Not too important,Somewhat important,Somewhat important,Not too important,,,,,Not even tempered,Well informed,(VOL) Neither particularly,Stands up for what he believes in,Only fair,Same,Only fair shape,(VOL) Stay the same,More secure today than it was before the 2008 economic crisis [OR],,,,Republican Party,Republican Party,,,(VOL) Neither,Republican Party,,Somewhat concerned,,Because he or she worked harder than most other people [OR],Statement #1,(VOL) Don't know/Refused,Statement #2,,Statement #1,Statement #2,Protect the right of Americans to own guns,"Yes, government responsibility",Continue to be provided through a mix of private insurance companies and government programs,,Should BOTH be given equal priority,,Good for the United States,Illegal in all cases,"No, illegal",Mostly favorable,Mostly unfavorable,(VOL) Can't rate,Nothing at all,Somewhat confident,Somewhat confident,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,,,,Male,58,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"Yes, would",A few times a year,(VOL) Don't know/Refused,"Are you PROBABLY registered, but there is a chance your registration has lapsed [OR]",Republican,,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2,2,2,"No, do not",No,,Landline,No cellphone,,,2.36249
16,Landline,180918,180918,1,No,English,Midwest,MI,4,S,Midwest,MI,S,4,Male,No,White,,,,FORM 2,Youngest Female,1,18 or older,Dissatisfied,Disapprove,Fairly closely,Democratic Party's candidate,,More,"Yes, will be a factor",Trump not much of a factor,Not too important,Very important,Somewhat important,,,,,,,Somewhat important,Very important,Somewhat important,Very important,Very important,Not too important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Good,Same,Good shape,Improve some,No more secure today than it was before the 2008 economic crisis,,,,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,Somewhat concerned,,Because he or she had more advantages in life than most other people,Statement #1,Statement #1,Statement #1,,Statement #2,Statement #1,Control gun ownership,"Yes, government responsibility",Continue to be provided through a mix of private insurance companies and government programs,,Should BOTH be given equal priority,,Bad for the United States,Legal in all cases,"Yes, legal",Very unfavorable,Mostly favorable,Very favorable,A lot,Very confident,Not at all confident,Wrong decision,Mostly failed,,,,,Female,26,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Agnostic (not sure if there is a God),,,A few times a year,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,Democrat,,Dem/lean Dem,Liberal [OR],Ind,Lib Dem/ln Dem,4,4,3+,"Yes, have cell phone",,,Landline,Cellphone,,,1.0618439
17,Landline,180918,180918,1,No,English,South,NC,4,R,South,NC,R,2,Female,No,Black or African-American,,,,FORM 1,Youngest Female,1,18 or older,Dissatisfied,Approve,Very closely,Republican Party's candidate,,More,"Yes, will be a factor",Trump not much of a factor,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Not at all important,Not at all important,,,,,,,,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,Only fair,Same,Good shape,(VOL) Stay the same,No more secure today than it was before the 2008 economic crisis,Democratic Party,Republican Party,Republican Party,,,Republican Party,Republican Party,,,Not too concerned [OR],,Lack of effort,,Statement #2,Statement #2,Statement #2,Statement #2,Statement #1,,Protect the right of Americans to own guns,"No, not government responsibility",,Not be involved in providing health insurance at all [OR SHOULD THE GOVERNMENT],Better border security and stronger enforcement of our immigration laws,Approve,,Legal in most cases,"No, illegal",Mostly favorable,Mostly unfavorable,Mostly unfavorable,A lot,Not at all confident,Somewhat confident,,,Poor,Only fair,Poor,Poor,Female,(VOL) Don't know/Refused,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",(VOL) Don't know/Refused,Don't know/Refused (VOL.),Don't know/Refused (VOL.),,Roman Catholic (Catholic),,"No, would not",Once a week,(VOL) Don't know/Refused,Are you NOT registered to vote at your current address,Independent,Republican,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Very conservative,Ind,Cons Rep/ln Rep,2,2,2,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,Landline,Cellphone,,,.4246453
18,Landline,180918,180918,1,No,English,South,SC,3,S,South,SC,S,3,Male,Yes,Black or African-American,,,,FORM 2,Youngest Female,2,18 or older,Dissatisfied,Disapprove,Not at all closely,(VOL) Don't know/Refused,(VOL) Don't know/Refused,Less,"No, will not",(VOL) Don't know/Refused,Very important,Very important,Very important,,,,,,,Somewhat important,Very important,Not too important,Not at all important,Very important,Very important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Poor,Same,Poor shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],,,,(VOL) Neither,Democratic Party,,,(VOL) Neither,(VOL) Neither,,Not too concerned [OR],,(VOL) Don't know/Refused,Statement #2,Statement #1,Statement #1,,(VOL) Don't know/Refused,Statement #1,Protect the right of Americans to own guns,"No, not government responsibility",,(VOL) Don't know/Refused,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,,Bad for the United States,Legal in all cases,"Yes, legal",Very unfavorable,(VOL) Refused,Mostly favorable,A little [OR],(VOL) Don't know/Refused,Not at all confident,Wrong decision,Mostly failed,,,,,Female,(VOL) Don't know/Refused,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",(VOL) Don't know/Refused,Or some other race,Other,,Agnostic (not sure if there is a God),,,Never,(VOL) Don't know/Refused,Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,.6467811
19,Landline,180918,180918,1,No,English,Northeast,MA,3,S,Northeast,MA,S,3,Male,No,White,,,,FORM 2,Youngest Female,1,18 or older,Dissatisfied,Disapprove,Fairly closely,Republican Party's candidate,,Less,"No, will not",Trump not much of a factor,Very important,Very important,Very important,,,,,,,Very important,Very important,Very important,Very important,Very important,Not too important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Doesn't stand up for what he believes in,Good,Same,Only fair shape,Get a little worse,No more secure today than it was before the 2008 economic crisis,,,,Democratic Party,Republican Party,,,Democratic Party,Republican Party,,Somewhat concerned,,Because he or she had more advantages in life than most other people,Statement #1,Statement #1,Statement #1,,Statement #2,Statement #2,Control gun ownership,"Yes, government responsibility",Continue to be provided through a mix of private insurance companies and government programs,,Should BOTH be given equal priority,,Bad for the United States,Legal in most cases,"No, illegal",Mostly favorable,Mostly favorable,Mostly favorable,A lot,Very confident,Not at all confident,Wrong decision,Mostly failed,,,,,Male,77,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"Yes, would",Once a week,"10 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Independent,(VOL) Other/Don't know/Refused,,DK/Ref-no lean,Liberal [OR],Ind,,1,,1,"No, do not",,,Landline,No cellphone,,,.8045902
20,Landline,180918,180918,1,No,English,South,WV,2,S,South,WV,S,2,Female,No,White,,,,FORM 1,Youngest Male,2,18 or older,Dissatisfied,Disapprove,Fairly closely,(VOL) Don't know/Refused,Republican Party's candidate,Less,"No, will not",Trump not much of a factor,Very important,Very important,Not too important,Very important,Not at all important,Not at all important,Very important,Not at all important,Very important,,,,,,,,Trustworthy,Able to get things done,A strong leader,Doesn't care about people like me,,,,,Only fair,Same,Good shape,Get a little worse,More secure today than it was before the 2008 economic crisis [OR],Democratic Party,(VOL) Both equally,Republican Party,,,Republican Party,Republican Party,,,Somewhat concerned,,Lack of effort,,Statement #2,Statement #1,Statement #1,Statement #2,Statement #2,,Protect the right of Americans to own guns,"Yes, government responsibility",Continue to be provided through a mix of private insurance companies and government programs,,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,Disapprove,,Legal in all cases,"No, illegal",Mostly unfavorable,Mostly unfavorable,Very unfavorable,A lot,Very confident,Very confident,,,,,,,Female,74,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"Yes, would",Once a week,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,.7932148999999999
21,Landline,180918,180918,1,No,English,South,FL,4,S,South,FL,S,4,Female,No,White,,,,FORM 2,Youngest Female,2,18 or older,Dissatisfied,Approve,Very closely,Republican Party's candidate,,More,"Yes, will be a factor",For Trump,Very important,Not at all important,Very important,,,,,,,Very important,Very important,(VOL) Don't know/Refused,Very important,Very important,Very important,Very important,,,,,Even tempered,Well informed,Keeps his promises,Stands up for what he believes in,Excellent,Better,Good shape,Get a lot worse,More secure today than it was before the 2008 economic crisis [OR],,,,Republican Party,Republican Party,,,Republican Party,Republican Party,,Very concerned,,Because he or she worked harder than most other people [OR],Statement #2,Statement #2,Statement #2,,(VOL) Neither/Both equally,Statement #2,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Better border security and stronger enforcement of our immigration laws,,Good for the United States,Legal in most cases,"Yes, legal",Very favorable,Very unfavorable,Mostly favorable,A lot,Not at all confident,Very confident,Right decision,Mostly failed,,,,,Female,72,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",No,White,White non-Hispanic,,Jewish (Judaism),,,Seldom,"75 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress have an obligation to support Donald Trump's policies & programs because he is a Rep. president,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,3,3,3+,"Yes, have cell phone",,,Landline,Cellphone,,,.4208781
22,Landline,180918,180918,1,No,English,South,NC,2,S,South,NC,S,2,Male,No,Black or African-American,,,,FORM 2,Youngest Male,1,18 or older,Satisfied,Approve,Not at all closely,Republican Party's candidate,,Less,"No, will not",Trump not much of a factor,Very important,Somewhat important,Very important,,,,,,,Somewhat important,Very important,(VOL) Don't know/Refused,Very important,Somewhat important,Very important,Very important,,,,,Even tempered,Well informed,(VOL) Don't know/Refused,Stands up for what he believes in,Good,Same,Only fair shape,(VOL) Stay the same,More secure today than it was before the 2008 economic crisis [OR],,,,Republican Party,Republican Party,,,Republican Party,Republican Party,,Somewhat concerned,,(VOL) Don't know/Refused,Statement #2,Statement #2,Statement #2,,(VOL) Don't know/Refused,Statement #2,(VOL) Don't know/Refused,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Better border security and stronger enforcement of our immigration laws,,Good for the United States,Illegal in all cases,"No, illegal",Mostly favorable,Mostly unfavorable,(VOL) Refused,A lot,Not at all confident,Somewhat confident,Right decision,Mostly failed,,,,,Male,64,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"Yes, would",More than once a week,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],(VOL) No preference,Republican,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Conservative,DK/Ref to party or ideo,Cons Rep/ln Rep,3,3,3+,"No, do not","Yes, someone in household has cell phone",,Landline,No cellphone,,,1.1181716
24,Landline,180918,180918,1,No,English,South,DC,Highest,U,South,DC,U,Highest,Female,No,White,,,,FORM 2,Youngest Male,0,18 or older,Dissatisfied,Disapprove,Very closely,Democratic Party's candidate,,(VOL) Same,"Yes, will be a factor",Against Trump,Not too important,Very important,Very important,,,,,,,Somewhat important,Very important,Very important,Very important,Very important,Not too important,Very important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Good,Same,Excellent shape,(VOL) Stay the same,No more secure today than it was before the 2008 economic crisis,,,,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,Not at all concerned,,Because he or she had more advantages in life than most other people,Statement #1,Statement #1,Statement #1,,Statement #2,Statement #1,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,,Bad for the United States,Legal in all cases,(VOL) Don't know/Refused,Very unfavorable,Very favorable,Mostly favorable,A lot,Very confident,Not at all confident,(VOL) Don't know/Refused,Mostly succeeded,,,,,Female,(VOL) Don't know/Refused,"Some postgraduate or professional schooling, no postgraduate degree (e.g. some graduate school)",No,Mixed Race,Other,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",No,,Seldom,"100 to under $150,000 [OR]",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,.8796407000000001
25,Landline,180918,180918,1,No,English,Northeast,NJ,3,S,Northeast,NJ,S,3,Male,No,White,,,,FORM 1,Youngest Female,2,18 or older,Satisfied,(VOL) Don't know/Refused,Not too closely,Republican Party's candidate,,(VOL) Same,"Yes, will be a factor",Trump not much of a factor,Very important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Not too important,Somewhat important,,,,,,,,(VOL) Neither particularly,Able to get things done,A strong leader,Cares about people like me,,,,,Good,Same,Good shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],Republican Party,Republican Party,Republican Party,,,Republican Party,Republican Party,,,Somewhat concerned,,Lack of effort,,Statement #1,Statement #2,Statement #2,Statement #2,Statement #1,,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,Approve,,Illegal in most cases,"No, illegal",Mostly favorable,Mostly favorable,Mostly unfavorable,A lot,Somewhat confident,Somewhat confident,,,,,,,Male,91,"Some college, no degree (includes some community college)",No,White,White non-Hispanic,,Atheist (do not believe in God),,,Seldom,"50 to under $75,000","Are you PROBABLY registered, but there is a chance your registration has lapsed [OR]",Independent,Republican,Republicans in Congress do NOT have an obligation to support Donald Trump's policies & programs if they disagree w/ him,Rep/lean Rep,Conservative,Ind,Cons Rep/ln Rep,1,,1,"Yes, have cell phone",,,Landline,Cellphone,,,.3590677
27,Landline,180918,180918,1,No,English,Northeast,PA,2,S,Northeast,PA,S,2,Female,No,(VOL) Don't know/Refused,,,,FORM 2,Youngest Male,0,18 or older,(VOL) Don't know/Refused,Disapprove,Fairly closely,Democratic Party's candidate,,(VOL) Same,"No, will not",Trump not much of a factor,Somewhat important,Very important,Somewhat important,,,,,,,Not too important,Very important,Very important,Not too important,Somewhat important,Not too important,Somewhat important,,,,,Not even tempered,Well informed,Doesn't keep his promises,Stands up for what he believes in,Only fair,Same,Good shape,Improve some,No more secure today than it was before the 2008 economic crisis,,,,(VOL) Neither,(VOL) Neither,,,(VOL) Neither,Republican Party,,Somewhat concerned,,Because he or she had more advantages in life than most other people,Statement #1,Statement #1,Statement #1,,Statement #2,Statement #1,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,,(VOL) Don't know/Refused,Legal in most cases,"Yes, legal",Mostly unfavorable,Mostly favorable,Mostly favorable,A little [OR],Very confident,Not at all confident,Wrong decision,Mostly failed,,,,,Male,31,Two year associate degree from a college or university,No,White,White non-Hispanic,,Something else (SPECIFY),No,,Never,"40 to under $50,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,3,3,3+,"Yes, have cell phone",,,Landline,Cellphone,,,1.1933202
28,Landline,180918,180918,1,No,English,Northeast,PA,2,S,Northeast,PA,S,2,Female,No,White,,,,FORM 1,Youngest Female,1,18 or older,Satisfied,Approve,Fairly closely,Republican Party's candidate,,(VOL) Same,"Yes, will be a factor",For Trump,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Very important,Somewhat important,Somewhat important,,,,,,,,Trustworthy,Able to get things done,A strong leader,Cares about people like me,,,,,Good,Better,Good shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],Republican Party,(VOL) Both equally,Republican Party,,,(VOL) Both equally,Republican Party,,,Somewhat concerned,,Circumstances beyond control,,Statement #2,Statement #2,Statement #2,Statement #2,Statement #1,,Protect the right of Americans to own guns,"No, not government responsibility",,Continue programs like Medicare and Medicaid for seniors and the very poor,Better border security and stronger enforcement of our immigration laws,Approve,,Legal in most cases,"Yes, legal",Mostly favorable,Mostly unfavorable,Very unfavorable,A little [OR],Not too confident [OR],Somewhat confident,,,,,,,Male,60,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"No, would not",A few times a year,"30 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Republican,,Republicans in Congress have an obligation to support Donald Trump's policies & programs because he is a Rep. president,Rep/lean Rep,Conservative,Cons Rep,Cons Rep/ln Rep,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,1.133103
29,Landline,180918,180918,1,No,English,Northeast,MA,4,S,Northeast,MA,S,4,Male,No,Black or African-American,,,,FORM 2,Youngest Male,1,18 or older,Satisfied,Disapprove,Not at all closely,Democratic Party's candidate,,More,"Yes, will be a factor",Against Trump,Very important,Very important,Very important,,,,,,,Not too important,Very important,Very important,Not too important,Very important,Not too important,Not too important,,,,,Not even tempered,Not well informed,Doesn't keep his promises,Stands up for what he believes in,Good,Better,Good shape,Improve some,More secure today than it was before the 2008 economic crisis [OR],,,,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,Somewhat concerned,,Because he or she worked harder than most other people [OR],Statement #2,Statement #2,Statement #2,,Statement #1,Statement #2,Control gun ownership,"Yes, government responsibility",Continue to be provided through a mix of private insurance companies and government programs,,Creating a way for immigrants already here illegally to become citizens if they meet certain requirements,,Good for the United States,Legal in all cases,"Yes, legal",Very unfavorable,Very favorable,(VOL) Can't rate,A lot,Very confident,Not at all confident,Right decision,Mostly succeeded,,,,,Male,64,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian...etc.)",,"No, would not",Never,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,.927198
30,Landline,180918,180918,1,No,English,Northeast,PA,Highest,U,Northeast,PA,U,Highest,Male,No,White,,,,FORM 2,Youngest Male,1,18 or older,Dissatisfied,Disapprove,Fairly closely,Democratic Party's candidate,,More,"Yes, will be a factor",Against Trump,Somewhat important,Very important,Very important,,,,,,,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,,,,Not even tempered,Not well informed,Keeps his promises,Doesn't stand up for what he believes in,Good,Same,Only fair shape,(VOL) Stay the same,No more secure today than it was before the 2008 economic crisis,,,,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,Not at all concerned,,Because he or she had more advantages in life than most other people,Statement #1,Statement #1,Statement #1,,Statement #1,Statement #2,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Should BOTH be given equal priority,,Bad for the United States,Legal in all cases,"Yes, legal",Very unfavorable,Mostly favorable,Mostly favorable,A lot,Very confident,Not at all confident,Wrong decision,Mostly failed,,,,,Female,73,High school graduate (Grade 12 with diploma or GED certificate),No,White,White non-Hispanic,,Jewish (Judaism),,,Never,"20 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Moderate,Cons-Mod Dem,Cons-Mod Dem/ln Dem,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,2.4612632
31,Landline,180918,180918,1,No,English,Northeast,PA,4,S,Northeast,PA,S,4,Female,No,Black or African-American,,,,FORM 2,Youngest Male,0,18 or older,Dissatisfied,Disapprove,Not too closely,Democratic Party's candidate,,More,"Yes, will be a factor",Against Trump,Somewhat important,Very important,Very important,,,,,,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,,,,Not even tempered,Not well informed,Keeps his promises,Stands up for what he believes in,Poor,(VOL) Don't know/Refused,Poor shape,Get a lot worse,(VOL) Don't know/Refused,,,,Democratic Party,Democratic Party,,,Democratic Party,Democratic Party,,Not too concerned [OR],,Because he or she worked harder than most other people [OR],Statement #1,Statement #1,Statement #1,,Statement #2,(VOL) Don't know/Refused,Control gun ownership,"Yes, government responsibility",Be provided through a single national health insurance system run by the government [OR],,Should BOTH be given equal priority,,Bad for the United States,Illegal in all cases,"Yes, legal",Very unfavorable,Very favorable,(VOL) Can't rate,A lot,Very confident,Not at all confident,(VOL) Don't know/Refused,(VOL) Don't know/Refused,,,,,Female,61,Two year associate degree from a college or university,No,White,White non-Hispanic,,Jewish (Judaism),,,A few times a year,"50 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address [OR],Democrat,,,Dem/lean Dem,Liberal [OR],Lib Dem,Lib Dem/ln Dem,2,2,2,"Yes, have cell phone",,,Landline,Cellphone,,,.6210035
